codigo,detalle_url,item,principio_activo,forma_farmaceutica,concentracion,presentacion_comercial,estado,presupuesto,provincia,canton,fecha_publicacion
SICM-536-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=h6bB91nQxS3qTWl378He7VCEDEqMyvumL2wyp2ABDbU,",DCI: AGENTES GELATINAS - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN:4 % - PRESENTACIÓN COMERCIAL: FRASCO/FUNDA X 500 ML,Agentes Gelatinas,,,Frasco/Funda X 500 Ml,Adjudicado oferente ganador,8.44266,Pichincha , Quito,2022-08-08 08:00:00
SICM-538-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UfjpaHFDpnno1LK76WRRcjUxsHE8N6gZs30K-yFtVMk,",DCI: EMULSIONES GRASAS LÍPIDOS- FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:20 % - PRESENTACIÓN COMERCIAL: FRASCO DE VIDRIO X 500 ML,Emulsiones Grasas Lípidos- Forma Farmacéutica,Líquido Parenteral,,Frasco De Vidrio X 500 Ml,Adjudicado oferente ganador,11.924,Pichincha , Quito,2022-08-08 08:00:00
SICM-542-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=c_WrdBL2pzqS00yYcaFFipUMMQfYNnnnMoiBHjR064Y,",DCI: SULFADIAZINA DE PLATA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN:1 % - PRESENTACIÓN COMERCIAL: POMO/POTE X 400 G,Sulfadiazina De Plata,Semisólido Cutáneo,,Pomo/Pote X 400 G,Adjudicado otros oferentes,15.93551,Pichincha , Quito,2022-08-08 08:00:00
SICM-543-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4SC_Vz72AmHBezetTjEl9Y4ttEYWZHU2Zsv_ZFcwXic,",DCI: CLINDAMICINA - FORMA FARMACÉUTICA: LÍQUIDO CUTÁNEO - CONCENTRACIÓN:1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 30 ML -MÍNIMO-,Clindamicina,Líquido Cutáneo,,Caja X Frasco X 30 Ml -Mínimo-,Adjudicado otros oferentes,5.79,Pichincha , Quito,2022-08-08 08:00:00
SICM-549-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UHgYM37zk7vIS_ilTHywtT9Mjv6MErWi9IOZjSY3v4I,","DCI: SOMATOTROPINA -SOMATROPINA- FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN:5,3 MG -16 UI- PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO + PLUMA DOSIFICADORA",Somatotropina,Sólido Parenteral,,Caja X Cartucho + Pluma Dosificadora,Adjudicado oferente ganador,78.74885,Pichincha , Quito,2022-08-08 08:00:00
SICM-550-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=9uAkQcUmpEnTMWgR2xm_dAlhZ2kMFZhu9D3bTYvfVRo,",DCI: SOMATOTROPINA -SOMATROPINA- FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 12 MG -36 UI- PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO + PLUMA DOSIFICADORA,Somatotropina,Sólido Parenteral,12 MG -36 UI- PRESENTACIÓN COMERCIAL: CAJA X CARTUCHO + PLUMA DOSIFICADORA,Caja X Cartucho + Pluma Dosificadora,Adjudicado oferente ganador,168.14162,Pichincha , Quito,2022-08-08 08:00:00
SICM-552-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=1LMc_rs62Xp0stUq3aPBzHWqxTwjAGtB9wWZBPMucMc,",DCI: INMUNOGLOBULINA HUMANA NORMAL PARA ADMINISTRACIÓN INTRAVASCULAR - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN:100 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 100 ML,Inmunoglobulina Humana Normal Para Administración Intravascular,,,Caja X Vial-Es- X 100 Ml,Adjudicado otros oferentes,540.3089,Pichincha , Quito,2022-08-08 08:00:00
SICM-557-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mkMEqZIQSVZw1clWhUW2B1_q9LrGlqezesKC07KQ5C8,",DCI: TIOGUANINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 40 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Tioguanina,Sólido Oral,40 MG,Caja X Blíster/Ristra,Adjudicado otros oferentes,3.85736,Pichincha , Quito,2022-08-08 08:00:00
SICM-270-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=6gAZB7x3j1KFqhnVChLAaEIFtr47B_fiUG8424Qo-Z8,","DCI: LEVOTIROXINA SÓDICA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 75 MCG 0,075 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Levotiroxina Sódica,Sólido Oral,"75 MCG 0,075 MG",Caja X Blíster/Ristra,Adjudicado oferente ganador,0.0198,Pichincha , Quito,2023-02-24 08:00:00
SICM-450-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=MHnSzr9DCaDItxVmeYHxhSHvHnTZVwseEiiGfeUaDJg,","DCI: RIVAROXABÁN - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Rivaroxabán,Sólido Oral,"2,5 MG",Caja X Blíster/Ristra,Adjudicado otros oferentes,1.13,Pichincha , Quito,2023-02-24 08:00:00
SICM-436-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=qGna1jlhA2qhvmAA9afqjmzkssGwnpyRTi8GG_G32yY,",DCI: LIDOCAÍNA - FORMA FARMACÉUTICA: SEMISÓLIDO CUTÁNEO - CONCENTRACIÓN: 5 % - PRESENTACIÓN COMERCIAL: CAJA X TUBO X 10 G -MÍNIMO-,Lidocaína,Semisólido Cutáneo,5 %,Caja X Tubo X 10 G -Mínimo-,Adjudicado oferente ganador,1.82,Pichincha , Quito,2023-02-24 08:00:00
SICM-309-2022-B,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KlwuPFoj4USJby_SubFiFvtANs0L4kugXvqdkfrHetE,",DCI: BETAMETASONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 4 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Betametasona,Líquido Parenteral,4 MG/ML,Caja X Ampolla-S- X 1 Ml,Adjudicado otros oferentes,0.14325,Pichincha , Quito,2023-02-24 08:00:00
SICM-441-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XZlIR_Vq0B8zB0nGPwtLouIZNiKuppb15_pdPX1nHKQ,",DCI: MORFINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Morfina,Sólido Oral,10 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.44587,Pichincha , Quito,2023-02-24 08:00:00
SICM-537-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7Dzvz01VjB-6jTVcpD-1EacZWvJh1hb9qaav9Liz-mY,",DCI: EMULSIONES GRASAS -LÍPIDOS - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN:10 % - PRESENTACIÓN COMERCIAL: FRASCO DE VIDRIO X 500 ML,Emulsiones Grasas,Líquido Parenteral,,Frasco De Vidrio X 500 Ml,Adjudicado oferente ganador,7.73676,Pichincha , Quito,2023-02-24 08:00:00
SICM-455-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=jTebO0lfSngR8-rxOVy7254PU-sF11vSmGrN-Tp7OuI,",DCI: TESTOSTERONA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 250 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 1 ML,Testosterona,Líquido Parenteral,250 MG/ML,Caja X Ampolla-S- X 1 Ml,Adjudicado oferente ganador,2.88,Pichincha , Quito,2023-02-24 08:00:00
SICM-459-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=R-X5ay58RIh1bekD3222NMBAQ_c9G32WEou7HjTafPI,",DCI: TROPICAMIDA - FORMA FARMACÉUTICA: LÍQUIDO OFTÁLMICO - CONCENTRACIÓN: 1 % - PRESENTACIÓN COMERCIAL: CAJA X FRASCO GOTERO X 5 ML -MÍNIMO-,Tropicamida,Líquido Oftálmico,1 %,Caja X Frasco Gotero X 5 Ml -Mínimo-,Adjudicado oferente ganador,3.52,Pichincha , Quito,2023-02-24 08:00:00
SICM-480-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=6oootfvwGsCnunYvqIFDtR1_JhATYxs0lCP6E38mZpY,","DCI: ESTRADIOL - FORMA FARMACÉUTICA: SÓLIDO CUTÁNEO -PARCHE TRANSDÉRMICO- -CONCENTRACIÓN: 3,9 MG -50 MCG/24 HORAS- -PRESENTACIÓN COMERCIAL: CAJA X PARCHE/PARCHES",Estradiol,"Sólido Cutáneo -Parche Transdérmico- -Concentración: 3,9 Mg -50 Mcg/24 Horas- -Presentación Comercial: Caja X Parche/Parches","3,9 MG -50 MCG/24 HORAS- -PRESENTACIÓN COMERCIAL: CAJA X PARCHE/PARCHES",Caja X Parche/Parches,Adjudicado oferente ganador,2.49712,Pichincha , Quito,2023-02-24 08:00:00
SICM-489-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=hjKBz-ma1X5rWDri4sv437A3HUCVH9fauxKdqHn2378,",DCI: FOSFOLÍPIDOS NATURALES -SURFACTANTE PULMONAR- - FORMA FARMACÉUTICA: LÍQUIDO INTRATRAQUEAL - CONCENTRACIÓN: 27 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 5 ML,Fosfolípidos Naturales,Líquido Intratraqueal,27 MG/ML,Caja X Vial-Es- X 5 Ml,Adjudicado oferente ganador,205.79714,Pichincha , Quito,2023-02-24 08:00:00
SICM-174-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=iQ8Nz-BNSK8rwsfjt_byWHBcoOTG3Uu-fwL6KXhLGSk,",DCI: AMOXICILINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Amoxicilina,Sólido Oral,500 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.05,Pichincha , Quito,2023-02-23 08:00:00
SICM-326-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=VSZdr4cucUqJQhu08zkqVqsPAYHlYfSZQaDdXJAbqkg,",DCI: CICLOFOSFAMIDA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Ciclofosfamida,Sólido Parenteral,1 000 MG,Caja X Vial -Es-,Adjudicado otros oferentes,9.94717,Pichincha , Quito,2023-02-23 08:00:00
SICM-335-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lh3cqMa1SxYuHKTikmLH3fm4g-bSY0JZbKjbW3DfgMY,","DCI: CLORURO DE POTASIO - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL - CONCENTRACIÓN:2 MEQ/ML -14,9 %- PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML",Cloruro De Potasio,,,Caja X Ampolla-S- X 10 Ml,Adjudicado oferente ganador,0.14511,Pichincha , Quito,2023-02-23 08:00:00
SICM-189-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=yntj7A7UOvXJ6GBx6m7rioTpxHE-tH5FMapizIB-bBw,",DCI: RISPERIDONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 1 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Risperidona,Sólido Oral,1 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.0901,Pichincha , Quito,2023-02-23 08:00:00
SICM-365-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4MS1pdJne3TPfzcyhjUVod79x5kZ4BJLmkrpVWgoIXY,",DCI: FLUCONAZOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO/FUNDA/BOLSA X 100 ML,Fluconazol,Líquido Parenteral,2 MG/ML,Caja X Frasco/Funda/Bolsa X 100 Ml,Adjudicado otros oferentes,0.7574,Pichincha , Quito,2023-02-23 08:00:00
SICM-366-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=OXi3lifFKnHmBXKEA2hXkXuz38ePw9JYTxfTcucEtX4,",DCI: FLUTICASONA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 125 MCG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 120 DOSIS -MÍNIMO-,Fluticasona,Líquido Para Inhalación,125 MCG,Caja X Frasco X 120 Dosis -Mínimo-,Adjudicado oferente ganador,9.16978,Pichincha , Quito,2023-02-23 08:00:00
SICM-393-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=knrsR_inUwtEJNKHyAJG4clvHG3ZckfkCQzwI3Xg9IU,",DCI: NOREPINEFRINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 4 ML,Norepinefrina,Líquido Parenteral,1 MG/ML,Caja X Ampolla-S- X 4 Ml,Adjudicado oferente ganador,0.65,Pichincha , Quito,2023-02-23 08:00:00
SICM-197-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Uzsqt6evymC1Iw2q3efXVuiZO5t_uovuDeZnDnDnuDg,",DCI: QUETIAPINA - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 300 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Quetiapina,,300 MG,Caja X Blíster/Ristra,Adjudicado otros oferentes,0.18,Pichincha , Quito,2023-02-23 08:00:00
SICM-231-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=O7n4Ema8560VN-G0gb6n1nQPrvv2CFeJGQgHHqRFCnE,",DCI: CEFUROXIMA - FORMA FARMACÉUTICA: SÓLIDO ORAL - POLVO - CONCENTRACIÓN: 125 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 70 ML - MÍNIMO - CON DOSIFICADOR,Cefuroxima,Sólido Oral - Polvo,125 MG/5 ML,Caja X Frasco Para Reconstituir A 70 Ml - Mínimo - Con Dosificador,Adjudicado otros oferentes,2.45,Pichincha , Quito,2023-02-23 08:00:00
SICM-248-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Vgpawl2b1oe7qa9mHwOJ-L_GiJwM876-M1bZCNJm6HA,",DCI: DILTIAZEM - FORMA FARMACÉUTICA: SÓLIDO ORAL -LIBERACIÓN PROLONGADA - CONCENTRACIÓN: 120 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Diltiazem,Sólido Oral -Liberación Prolongada,120 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.15148,Pichincha , Quito,2023-02-23 08:00:00
SICM-259-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=baKAk0t1OIgXnLGP3wffeb6eG-nKgn5LssWJcy8hrok,",DCI: CLOTRIMAZOL - FORMA FARMACÉUTICA: SÓLIDO VAGINAL - CONCENTRACIÓN: 200 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Clotrimazol,Sólido Vaginal,200 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.08,Pichincha , Quito,2023-02-23 08:00:00
SICM-271-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zYg0hn2sH-wOlUxdOv1r-frTpsEtL58r_AQXrf85zc8,",DCI: MONONITRATO DE ISOSORBIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Mononitrato De Isosorbida,Sólido Oral,20 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.177,Pichincha , Quito,2023-02-23 08:00:00
SICM-064-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=XW9DMWsEGaBpTlpwtVsuCNtBJFO7GNemI9G9p7aryOk,","DCI: TEMOZOLOMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Temozolomida,Sólido Oral,20 MG,"Caja X Blíster/Ristra/Frasco Dosis Personal, No Envase Hospitalario",Adjudicado otros oferentes,2.9268,Pichincha , Quito,2023-02-22 08:00:00
SICM-681-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=UUicUOksDbi_CZ8fnlHDLrd-fyVSJLaA4_9iyZjSjOw,",DCI: CEFUROXIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 750 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Cefuroxima,Sólido Parenteral,750 MG,Caja X Vial -Es-,Adjudicado oferente ganador,4.5192,Pichincha , Quito,2023-02-22 08:00:00
SICM-682-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=B4i22O1O2VqqXpPj-GBGi1mmmqEATd7VcrQDtwF-LLE,","DCI: FLUDROCORTISONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN:0,1MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Fludrocortisona,Sólido Oral,,"Caja X Blíster/Ristra/Frasco Dosis Personal, No Envase Hospitalario",Adjudicado oferente ganador,0.33,Pichincha , Quito,2023-02-22 08:00:00
SICM-068-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=4xNHNWLmzT3Yr7Qbe1lrAS199JWV9z0meahkP3r4jD0,","DCI: METOTREXATO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Metotrexato,Sólido Oral,"2,5 MG",Caja X Blíster/Ristra,Adjudicado oferente ganador,0.0873,Pichincha , Quito,2023-02-22 08:00:00
SICM-685-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=0UArz4FmqT6pDLLFXHW9CHZ_MymNiUN78DkAe79x-Ek,",DCI: INMUNOGLOBULINA ANTI D - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 300 MCG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- - CAJA X JERINGA-S- PRELLENADA-S-,Inmunoglobulina Anti D,Líquido Parenteral,300 MCG,Caja X Vial-Es- - Caja X Jeringa-S- Prellenada-S-,Adjudicado oferente ganador,120.16319,Pichincha , Quito,2023-02-22 08:00:00
SICM-688-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=15XM_lA-g8507lJlXMXJlsd-Xt65AhiM-y7VcWndQFg,",DCI: COTRIMOXAZOL -SULFAMETOXAZOL + TRIMETOPRIMA- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 400 MG + 80 MG - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 5 ML,Cotrimoxazol,Líquido Parenteral,400 MG + 80 MG,Caja X Ampolla-S- X 5 Ml,Adjudicado oferente ganador,1.56,Pichincha , Quito,2023-02-22 08:00:00
SICM-076-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xeMbLhtfXQAABvZkVb9jeuqCu2-y2uotdU7eqFJiy-8,",DCI: DOXORUBICINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Doxorubicina,Sólido Parenteral,10 MG,Caja X Vial -Es-,Adjudicado oferente ganador,9.0,Pichincha , Quito,2023-02-22 08:00:00
SICM-032-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=R22zy5Ud_pXMvxL8SyKq5SFTjxKWROCcdjzzdUT3vOo,","DCI: TEMOZOLOMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Temozolomida,Sólido Oral,250 MG,"Caja X Blíster/Ristra/Frasco Dosis Personal, No Envase Hospitalario",Adjudicado oferente ganador,17.6688,Pichincha , Quito,2023-02-22 08:00:00
SICM-043-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=TgKrZRF5b_VbKBQhsxZ8gLp8kzJYSKMbAkLGa0mFigQ,",DCI: ENOXAPARINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 6 000 UI -60 MG- - PRESENTACIÓN COMERCIAL: CAJA X JERINGA-S- PRELLENADA-S-,Enoxaparina,Líquido Parenteral,6 000 UI -60 MG-,Caja X Jeringa-S- Prellenada-S-,Adjudicado oferente ganador,2.92,Pichincha , Quito,2023-02-22 08:00:00
SICM-088-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=7EZKbJtKQvpc9DjE2w_5YiwxLQJOkCygA0xsOdEq4do,",DCI: FLUTAMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Flutamida,Sólido Oral,250 MG,Caja X Blíster/Ristra,Adjudicado oferente ganador,0.1392,Pichincha , Quito,2023-02-22 08:00:00
SICM-111-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=oy0NNXDpxCuVRGKsYhSDudhugprKGxsK1vV01fVFiDA,",DCI: OSELTAMIVIR - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 75 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Oseltamivir,Sólido Oral,75 MG,Caja X Blíster/Ristra,Adjudicado otros oferentes,1.11085,Pichincha , Quito,2023-02-22 08:00:00
SICM-165-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=GRXzPnDFMTtVR3UpsDHGAx0ZxG_wBVqTpXQ3gbDzo4E,",DCI: IDARUBICINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML -10 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL X 10 ML - CAJA X VIAL-ES-,Idarubicina,Líquido Parenteral / Sólido Parenteral,1 MG/ML -10 MG,Caja X Vial X 10 Ml - Caja X Vial-Es-,Adjudicado oferente ganador,130.0,Pichincha , Quito,2023-02-22 08:00:00
SICM2-561-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=dy2bATiAnVm6znHewMT8eqjy0xUieCJGWkaMzwkLSGs,",DCI: RUXOLITINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Ruxolitinib,Sólido Oral,5 MG,Caja X Blíster/Ristra,Adjudicado otros oferentes,48.2242,Pichincha , Quito,2023-10-06 08:00:00
