index,codigo,detalle_url,entidad,objeto,estado,ubicacion,presupuesto,fecha_publicacion,semestre,cum_id,principio_activo,forma_farmaceutica,concentracion,presentacion,cantidad,precio_referencial,subtotal,proveedor_adjudicado,valor_adjudicado,fecha_adjudicacion,contrato
726,SICM-489-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xXCH0B8XcSsXVTopy0WlfMORoB3txLY0a7P46my2gCw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FOSFOLÍPIDOS NATURALES -SURFACTANTE PULMONAR- - FORMA FARMACÉUTICA: LÍQUIDO INTRATRAQUEAL - CONCENTRACIÓN: 27 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- X 5 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$205.79714,2023-02-24 08:00:00,First 2023,R07AA02LIT173V5,Fosfolípidos naturales (Surfactante pulmonar),Líquido intratraqueal,27 mg/mL,Caja x vial(es) x 5 mL,5400.0,USD 205.797136,"USD 1,111,304.534400",DIEMPEC CIA. LTDA. DISTRIBUIDORA FARMACEUTICA,USD 200.000000,2023-07-21 16:59:01,SI
732,SICM-174-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3v3uuhTbYZlzvfnlCMWqb_BCNfdpPba2iuYlOPjEh4Q,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: AMOXICILINA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 500 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.05000,2023-02-23 08:00:00,First 2023,J01CA04SOR241X0,Amoxicilina,Sólido oral,500 mg,Caja x blíster/ristra,47889122.0,USD 0.050000,"USD 2,394,456.100000",NEOETHICALS CIA. LTDA.,USD 0.033420,2023-06-30 15:30:22,SI
736,SICM-326-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=zf4rE8RIahtDv2D5KoETLpVnYvQ-P7wu2L5umAQTyww,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CICLOFOSFAMIDA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 000 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Adjudicado otros oferentes,PICHINCHA / QUITO,$9.94717,2023-02-23 08:00:00,First 2023,L01AA01SPR061X0,Ciclofosfamida,Sólido parenteral,1 000 mg,Caja x vial (es),19962.0,USD 9.947171,"USD 198,565.427502",REPRESENTACIONES MEDICAS FARMADENT CORP CIA. LTDA.,USD 4.890000,2023-09-12 11:57:19,SI
738,SICM-335-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=arCrG-Gr7s7lpmPKY6JqaKG706su_vXvNuhQPL8adko,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: CLORURO DE POTASIO  - FORMA FARMACÉUTICA:LÍQUIDO PARENTERAL  - CONCENTRACIÓN:2 MEQ/ML -14,9 %- PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 10 ML",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.14511,2023-02-23 08:00:00,First 2023,B05XA01LPR127A9,Cloruro de potasio,Líquido parenteral,"2 mEq/mL (14,9 %)",Caja x ampolla(s) x 10 mL,2201038.0,USD 0.145114,"USD 319,401.428332",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 0.130000,2023-07-12 15:17:13,SI
739,SICM-189-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=pwkqPpBB50ZvfCox2ACrTqbaDSasgj8ekoVbbegnO3w,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RISPERIDONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 1 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.09010,2023-02-23 08:00:00,First 2023,N05AX08SOR054X0,Risperidona,Sólido oral,1 mg,Caja x blíster/ristra,3853623.0,USD 0.090100,"USD 347,211.432300",NEOETHICALS CIA. LTDA.,USD 0.021110,2023-06-30 15:52:19,SI
743,SICM-365-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=NIshWne7JRDNxI4LGPoLVKKEFW1HcNst56AD9gzWGeI,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUCONAZOL - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 2 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO/FUNDA/BOLSA X 100 ML,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.75740,2023-02-23 08:00:00,First 2023,J02AC01LPR130Y3,Fluconazol,Líquido parenteral,2 mg/mL,Caja x frasco/funda/bolsa x 100 mL,416135.0,USD 0.757395,"USD 315,178.568325",GENECOM CIA. LTDA.,USD 0.480000,2023-08-28 11:08:41,SI
744,SICM-366-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=BpaWsTdZ0s9LozpmFSwufXoQ_9SIC7MugODa6jmHOFo,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUTICASONA - FORMA FARMACÉUTICA: LÍQUIDO PARA INHALACIÓN - CONCENTRACIÓN: 125 MCG - PRESENTACIÓN COMERCIAL: CAJA X FRASCO X 120 DOSIS -MÍNIMO-,Adjudicado oferente ganador,PICHINCHA / QUITO,$9.16978,2023-02-23 08:00:00,First 2023,R03BA05LIH100X0,Fluticasona,Líquido para inhalación,125 mcg,Caja x frasco x 120 dosis (mínimo),136832.0,USD 9.169780,"USD 1,254,719.336960",GLAXOSMITHKLINE ECUADOR S A,USD 4.130000,2023-06-30 14:44:51,SI
747,SICM-393-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=xT0nYWWOLAwqgtIhUlY9MdQ3u8afKqagInAvEuqSg_g,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: NOREPINEFRINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 4 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.65000,2023-02-23 08:00:00,First 2023,C01CA03LPR056A7,Norepinefrina,Líquido parenteral,1 mg/mL,Caja x ampolla(s) x 4 mL,1603183.0,USD 0.650000,"USD 1,042,068.950000",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.337800,2023-09-13 12:39:23,SI
749,SICM-197-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=h8OlmfxncZsB4m_0t-shlX9CmfHXhGZILRwL-LHMzE8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: QUETIAPINA - FORMA FARMACÉUTICA:SÓLIDO ORAL - CONCENTRACIÓN: 300 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$0.18000,2023-02-23 08:00:00,First 2023,N05AH04SOR186X0,Quetiapina,Sólido oral,300 mg,Caja x blíster/ristra,2186857.0,USD 0.180000,"USD 393,634.260000",ECUAQUIMICA ECUATORIANA DE PRODUCTOS QUIMICOS C.A.,USD 0.089000,2025-03-24 13:21:59,SI
751,SICM-231-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=-A24J4T0ger2GnhbGJXqI0S6rGP_vO3CppWomv1Qjt4,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFUROXIMA - FORMA FARMACÉUTICA: SÓLIDO ORAL - POLVO - CONCENTRACIÓN: 125 MG/5 ML - PRESENTACIÓN COMERCIAL: CAJA X FRASCO PARA RECONSTITUIR A 70 ML - MÍNIMO - CON DOSIFICADOR,Adjudicado otros oferentes,PICHINCHA / QUITO,$2.45000,2023-02-23 08:00:00,First 2023,J01DC02SOP101X0,Cefuroxima,Sólido oral (polvo),125 mg/5 mL,Caja x frasco para reconstituir a 70 mL (mínimo) con dosificador,33130.0,USD 2.450000,"USD 81,168.500000",GYKORMED S.A.,USD 1.990000,2023-11-16 17:06:29,SI
754,SICM-248-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=GnoLEfu58qBF1EcZHSXbY_cWUofGdnnPA727OhJYp0c,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DILTIAZEM - FORMA FARMACÉUTICA: SÓLIDO ORAL -LIBERACIÓN PROLONGADA - CONCENTRACIÓN: 120 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.15148,2023-02-23 08:00:00,First 2023,C08DB01SLP096X0,Diltiazem,Sólido oral (Liberación prolongada),120 mg,Caja x blíster/ristra,2050383.0,USD 0.151479,"USD 310,589.966457",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.051900,2023-09-12 12:52:48,SI
756,SICM-259-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mMjZpK1fmJxj3qnBmdN5fxtDCrPsXBm-BZNgBNQ3ysg,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CLOTRIMAZOL - FORMA FARMACÉUTICA: SÓLIDO VAGINAL - CONCENTRACIÓN: 200 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.08000,2023-02-23 08:00:00,First 2023,G01AF02SVG148X0,Clotrimazol,Sólido vaginal,200 mg,Caja x blíster/ristra,3793251.0,USD 0.080000,"USD 303,460.080000",TOTALCARE PHARMA S.A.,USD 0.062500,2023-07-24 08:45:17,SI
759,SICM-271-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=L5tU0oVE8O7rY_rmD1ZW6RFCyEHBVsD-hnlnS3qvg7U,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MONONITRATO DE ISOSORBIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.17700,2023-02-23 08:00:00,First 2023,C01DA14SOR140X0,Mononitrato de isosorbida,Sólido oral,20 mg,Caja x blíster/ristra,1998264.0,USD 0.177000,"USD 353,692.728000",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.036900,2023-11-17 17:03:45,SI
763,SICM-064-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=t2I93SJPs_nvwyNIJ3d9wuOeTnRARJiF8_W-OaOxijU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TEMOZOLOMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 20 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Adjudicado otros oferentes,PICHINCHA / QUITO,$2.92680,2023-02-22 08:00:00,First 2023,L01AX03SOR140X0,Temozolomida,Sólido oral,20 mg,"Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",23703.0,USD 2.926800,"USD 69,373.940400",GLUCOSAMINA S.A.,USD 0.320000,2023-09-12 14:09:03,SI
765,SICM-681-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=gi3L9nRpuJZHaeFMeB0oMGWNQPSyQC4MVnobLm6_QNM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: CEFUROXIMA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 750 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$4.51920,2023-02-22 08:00:00,First 2023,J01DC02SPR272X0,Cefuroxima,Sólido parenteral,750 mg,Caja x vial (es),131130.0,USD 4.519200,"USD 592,602.696000",INTERBIOTIK CIA. LTDA.,USD 1.310000,2023-06-30 15:02:11,SI
766,SICM-682-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Dmy93XYNK0Nh855dCJpKO4CHUdJFPEOzWv3ZyFhISSc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: FLUDROCORTISONA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN:0,1MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.33000,2023-02-22 08:00:00,First 2023,H02AA02SOR024X0,Fludrocortisona,Sólido oral,"0,1 mg","Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",93150.0,USD 0.330000,"USD 30,739.500000",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 0.310000,2023-10-13 15:59:00,SI
769,SICM-068-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=lZrxpKzL_foohBV8gJiKE17mLtqxZCIreHjMITfpaW8,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: METOTREXATO - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 2,5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA",Adjudicado oferente ganador,PICHINCHA / QUITO,$0.08730,2023-02-22 08:00:00,First 2023,L01BA01SOR132X0,Metotrexato,Sólido oral,"2,5 mg",Caja x blíster/ristra,7769415.0,USD 0.087300,"USD 678,269.929500",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 0.048900,2023-10-13 15:05:32,SI
770,SICM-685-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=bzaNW9GK0lSUt5Z9E-SSspdM3op1YpJsrjc8OqNGBGw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INMUNOGLOBULINA ANTI D - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 300 MCG - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES- - CAJA X JERINGA-S- PRELLENADA-S-,Adjudicado oferente ganador,PICHINCHA / QUITO,$120.16319,2023-02-22 08:00:00,First 2023,J06BB01LPR185X0,Inmunoglobulina anti D,Líquido parenteral,300 mcg,Caja x vial(es) - Caja x jeringa(s) prellenada(s),1520.0,USD 120.163193,"USD 182,648.053360",LETERAGO DEL ECUADOR S.A,USD 72.670000,2023-06-30 15:08:42,SI
775,SICM-688-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=KjCfUKAODcuseR_JAABy-gkQVTZvWfcgoV3fMNqOFsM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: COTRIMOXAZOL -SULFAMETOXAZOL + TRIMETOPRIMA- - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 400 MG + 80 MG - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 5 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.56000,2023-02-22 08:00:00,First 2023,J01EE01LPR214A8,Cotrimoxazol (Sulfametoxazol + Trimetoprima),Líquido parenteral,400 mg + 80 mg,Caja x ampolla(s) x 5 mL,45134.0,USD 1.560000,"USD 70,409.040000",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 0.690000,2023-11-17 16:53:53,SI
776,SICM-076-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Kb83Lf1cv5aD7rmRSjH5dqW66ZO97Et6AS8wdv8rKU0,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: DOXORUBICINA - FORMA FARMACÉUTICA: SÓLIDO PARENTERAL - CONCENTRACIÓN: 10 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL -ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$9.00000,2023-02-22 08:00:00,First 2023,L01DB01SPR075X0,Doxorubicina,Sólido parenteral,10 mg,Caja x vial (es),66466.0,USD 9.000000,"USD 598,194.000000",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 2.790000,2023-08-28 11:09:20,SI
777,SICM-032-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=Ryx90AFNMK-rIaLfcym_qW0DSFi-NQp3tvjhnwzfjgU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,"DCI: TEMOZOLOMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA/FRASCO DOSIS PERSONAL, NO ENVASE HOSPITALARIO",Adjudicado oferente ganador,PICHINCHA / QUITO,$17.66880,2023-02-22 08:00:00,First 2023,L01AX03SOR165X0,Temozolomida,Sólido oral,250 mg,"Caja x blíster/ristra/frasco dosis personal, no envase hospitalario.",6058.0,USD 17.668800,"USD 107,037.590400",GLUCOSAMINA S.A.,USD 3.890000,2023-06-30 14:53:41,SI
782,SICM-043-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=3GMYlelt8HwHNX5NxOMvZUpSqikSt14uw0bsiqBrzCU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: ENOXAPARINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 6 000 UI -60 MG- - PRESENTACIÓN COMERCIAL: CAJA X JERINGA-S- PRELLENADA-S-,Adjudicado oferente ganador,PICHINCHA / QUITO,$2.92000,2023-02-22 08:00:00,First 2023,B01AB05LPR254X0,Enoxaparina,Líquido parenteral,6 000 UI (60 mg),Caja x jeringa(s) prellenada(s),1412350.0,USD 2.920000,"USD 4,124,062.000000",LABORATORIOS CHALVER DEL ECUADOR CIA LTDA,USD 2.240000,2023-08-23 16:16:49,SI
783,SICM-088-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=JJYDvSYK0bt63kdFC2DJmoHCT97jxjTutRnDwYICucc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: FLUTAMIDA - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 250 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.13920,2023-02-22 08:00:00,First 2023,L02BB01SOR165X0,Flutamida,Sólido oral,250 mg,Caja x blíster/ristra,2849662.0,USD 0.139198,"USD 396,667.251076",GLUCOSAMINA S.A.,USD 0.089000,2023-08-29 10:20:31,SI
788,SICM-111-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=ShXF18mESw3rQRdg3oHJjOu2S3oNiV0KjeOf2geCAoU,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: OSELTAMIVIR - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 75 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$1.11085,2023-02-22 08:00:00,First 2023,J05AH02SOR271X0,Oseltamivir,Sólido oral,75 mg,Caja x blíster/ristra,462474.0,USD 1.110845,"USD 513,736.930530",SEVEN PHARMA DEL ECUADOR DISTRIBUIDORA & COMERCIALIZADORA SEVENPHARMA S.A.,USD 0.358000,2023-10-13 15:45:06,SI
790,SICM-165-2022-A,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=dLY6uWsl8pJbbkdNgQU2IF99l09X9zBOuBytbwg80vM,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: IDARUBICINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML -10 MG - PRESENTACIÓN COMERCIAL: CAJA X VIAL X 10 ML - CAJA X VIAL-ES-,Adjudicado oferente ganador,PICHINCHA / QUITO,$130.00000,2023-02-22 08:00:00,First 2023,L01DB06LSP356C7,Idarubicina,Líquido parenteral o sólido parenteral,1 mg/mL (10 mg),Caja x vial x 10 mL - Caja x vial(es),3377.0,USD 130.000000,"USD 439,010.000000",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 54.750000,2023-08-23 15:12:31,SI
820,SICM2-561-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mMERgvXFuW6Kle8WlUUKnrRGFYKYTwuNvBpIDNh0H3M,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RUXOLITINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 5 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$48.22420,2023-10-06 08:00:00,Second 2023,L01EJ01SOR223X0,Ruxolitinib,Sólido oral,5 mg,Caja x blíster/ristra,28860.0,USD 48.224195,"USD 1,391,750.267700",LABORATORIOS SIEGFRIED S.A.,USD 45.340000,2025-02-26 16:44:58,SI
831,SICM2-451-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=cd-UskRHsBWFlyi1jAKRghA6fsxzUr0WvqM1pZkeiDc,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: RUXOLITINIB - FORMA FARMACÉUTICA: SÓLIDO ORAL - CONCENTRACIÓN: 15 MG - PRESENTACIÓN COMERCIAL: CAJA X BLÍSTER/RISTRA,Adjudicado otros oferentes,PICHINCHA / QUITO,$81.59123,2023-10-06 08:00:00,Second 2023,L01EJ01SOR107X0,Ruxolitinib,Sólido oral,15 mg,Caja x blíster/ristra,52972.0,USD 81.591233,"USD 4,322,050.794476",LABORATORIOS SIEGFRIED S.A.,USD 76.720000,2025-02-28 15:18:37,SI
879,SICM2-554-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=RWs4wNGjEeFWNYigBWV8udglrVdZRqb3Urt5DKmiTGQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: VACUNA ANTINEUMOCOCO POLISACÁRIDO Y CONJUGADO - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 10 VALENTE - PRESENTACIÓN COMERCIAL: CAJA X VIAL-ES - CAJA X JERINGA-S PRELLENADA-S,Adjudicado oferente ganador,PICHINCHA / QUITO,$35.91163,2023-08-30 08:00:00,Second 2023,J07AL02LPR349X0,Vacuna antineumococo (polisacárido y conjugado),Líquido parenteral,10 valente,Caja x vial(es) - Caja x jeringa(s) prellenada(s),22288.0,USD 35.911634,"USD 800,398.498592",NORTH LIFE PHARMA ECUADOR NLF C.L.,USD 17.890000,2023-11-22 16:57:12,SI
891,SICM2-648-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=IsPoRJTe10Qode_Zmg1-_a1A-TGsyLaHjK3DEte5Wqw,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: INTERFERÓN BETA 1A - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL / SÓLIDO PARENTERAL - CONCENTRACIÓN: 36 000 000 UI - PRESENTACIÓN COMERCIAL: CAJA X JERINGA/CARTUCHO/PLUMA PRELLENADAS,Adjudicado oferente ganador,PICHINCHA / QUITO,$344.95165,2023-08-30 08:00:00,Second 2023,L03AB07LSP196X0,Interferón beta 1a,Líquido parenteral o sólido parenteral,36 000 000 UI,Caja x jeringa/cartucho/pluma (prellenadas),13625.0,USD 344.951646,"USD 4,699,966.176750",MERCK C.A.,USD 300.000000,2023-11-23 16:59:44,SI
898,SICM2-166-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=mmNIk-7wp2qEidlBh1Ln75z-pMfbJqWEqhUKd9CgsxE,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: MIDAZOLAM - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 1 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 5 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$1.88793,2023-08-29 08:00:00,Second 2023,N05CD08LPR056A8,Midazolam,Líquido parenteral,1 mg/mL,Caja x ampolla(s) x 5 mL,7027.0,USD 1.887926,"USD 13,266.456002",LABORATORIOS SIEGFRIED S.A.,USD 0.699300,2023-11-23 16:50:12,SI
905,SICM2-371-2022,"https://modulocomprascorporativas.compraspublicas.gob.ec/ProcesoContratacion/compras/PC/informacionProcesoContratacion2.cpe?idSoliCompra=2_nBT_J08DOtpHTv18Ch6GjMcCi1lbZ1xKioVaPQByQ,",SERVICIO NACIONAL DE CONTRATACION PUBLICA,DCI: GENTAMICINA - FORMA FARMACÉUTICA: LÍQUIDO PARENTERAL - CONCENTRACIÓN: 40 MG/ML - PRESENTACIÓN COMERCIAL: CAJA X AMPOLLA-S- X 2 ML,Adjudicado oferente ganador,PICHINCHA / QUITO,$0.15391,2023-08-29 08:00:00,Second 2023,J01GB03LPR210A4,Gentamicina,Líquido parenteral,40 mg/mL,Caja x ampolla(s) x 2 mL,828028.0,USD 0.153907,"USD 127,439.305396",IMPORTADORA Y DISTRIBUIDORA MEDICA FERBOVASA CIA. LTDA.,USD 0.090000,2023-11-22 16:39:01,SI
